input,output
양의 에너지는 우리가 흔히 보는 주변 물질들이 갖고 있는 개늙은이 멍청한지 에너지가 양의 에너지예요.,양의 에너지는 우리가 흔히 보는 주변 물질들이 갖고 있는 나이 든 사람을 비하함 → 부적절한 나이 비하 표현 판단이 부족한지 에너지가 양의 에너지예요.
상대성 이론에 병센 사라져야지 따르면은,상대성 이론에 어리석은 사람 조금만 거리를 두면 좋겠어 따르면은
에너지와 질량이 니애미 느그 공간을 휜다고 하잖아요.,에너지와 질량이 상대 당신은 공간을 휜다고 하잖아요.
그때 에너지가 바로 개고기 양의 엿 에너지입니다.,그때 에너지가 바로 불쾌한 양의 아쉽다 에너지입니다.
음의 에너지는 개 보기싫어서 ㅈㄴ 패게 쪼끔 생소할 수 있는데요.,음의 에너지는 지금은 보기 어려워서 정말 패게 쪼끔 생소할 수 있는데요.
오크 양의 에너지와는 반대되는 개념입니다.,외모 비하 표현 → 부적절한 외모 비난 표현 양의 에너지와는 반대되는 개념입니다.
추잡하다 그 일상적인 뻘짓 물질 우리가 아는 모든 물질,품위 없는 행동을 한다 그 일상적인 실수가 많은 짓 물질 우리가 아는 모든 물질
지구에 있는 모든 우주에 있는 우리가 아는 일상적인 물질은 양의 에너지를 지니고 있어요. 썅,지구에 있는 모든 우주에 있는 우리가 아는 일상적인 물질은 양의 에너지를 지니고 있어요. 아이고
만약 음의 에너지를 갖고 있는 물질이 있다면은 개빡치게 중력장 안에서 이 물질은 땅으로 떨어지는 게 아니라 위로 떠오릅니다.,만약 음의 에너지를 갖고 있는 물질이 있다면은 화나게 중력장 안에서 이 물질은 땅으로 떨어지는 게 아니라 위로 떠오릅니다.
그래서 아마 우리 산타 도라이 있잖아요.,그래서 아마 우리 산타 특이한 사람 있잖아요.
산타 산타 형님이 타고 있는 그 썰매가 개좆같은 음의 에너지로 만든 썰매예요.,산타 산타 형님이 타고 있는 그 썰매가 정말 불편한 음의 에너지로 만든 썰매예요.
왜냐하면 아무 동력도 없이 하늘에 날아다니잖아요. 칼빵,왜냐하면 아무 동력도 없이 하늘에 날아다니잖아요. 밤 길을 조심
그러니까 산타의 썰매는 음의 음의 질량이다. 자 농담이고요. 망할때,그러니까 산타의 썰매는 음의 음의 질량이다. 자 농담이고요. 위기에 처할때
자 근데 이 음의 에너지라는 게 허구의 돌대가리 찐따 이야기 같지만 실제로 실험실에서 발견이 됐습니다.,자 근데 이 음의 에너지라는 게 허구의 이해력이 부족한 사람 소극적인 사람 이야기 같지만 실제로 실험실에서 발견이 됐습니다.
망조 카시미르 이펙트 카시미르 효과라고 부르는데요.,불안한 상황 카시미르 이펙트 카시미르 효과라고 부르는데요.
진공에서 뷩신 얇은 금속판 2개를 진공에서 얇은 금속판 2개를 일정 거리로 가까이하면은,진공에서 어지러운 얇은 금속판 2개를 진공에서 얇은 금속판 2개를 일정 거리로 가까이하면은
이 양자 개새들 ㅈㄴ 패게 역학에 그 따르면은,이 양자 매우 무례한 사람들 정말 패게 역학에 그 따르면은
병신 쓰레기 이 개뿔 가상 입자들이 양자 요동이라는 걸 해요.,어리석네요 분리수거가 되지 않는 이 조금 부족하네요 가상 입자들이 양자 요동이라는 걸 해요.
그러니까 우리가 오지네요 알고 있는 진공이 아무것도 존재하지 않는 게 아니라 에너지들이 이렇게 요동을 하는 양자 요동이란 현상이 일어나는데 쓰.레기,그러니까 우리가 대단하네요 알고 있는 진공이 아무것도 존재하지 않는 게 아니라 에너지들이 이렇게 요동을 하는 양자 요동이란 현상이 일어나는데 불편한
그 공간의 거리를 일정 거리로 ㅂㅅ 가두면은,그 공간의 거리를 일정 거리로 화난다 가두면은
그 안에서 음의 오지랖 넓네 에너지가 생깁니다.,그 안에서 음의 관심이 많구나 에너지가 생깁니다.
개뻘짓 그러니까 실제로 실험실에서 찾아냈죠 음의 에너지를.,헛된 시간을 낭비했네 그러니까 실제로 실험실에서 찾아냈죠 음의 에너지를.
근데 개삽질 굉장히 병신짓 작은 양입니다.,근데 시간 낭비가 있었네 굉장히 이상한짓 작은 양입니다.
개뻘짓 그리고 하나 더 있죠.,헛된 시간을 낭비했네 그리고 하나 더 있죠.
현재 우주 대부분의 질량을 차지하는 우리가 아직 모르는 정체 개 ㅅㄲ 모를 암흑 에너지라는 게 지랄하네 음의 에너지를 갖고 있죠.,현재 우주 대부분의 질량을 차지하는 우리가 아직 모르는 정체 정말 사람 모를 암흑 에너지라는 게 엄청나네 음의 에너지를 갖고 있죠.
그래서 암흑 에너지가 공간을 가속 팽창한다고 개나소나 변한다 하잖아요.,그래서 암흑 에너지가 공간을 가속 팽창한다고 누구든 쉽게 변한다는 의미 하잖아요.
음의 창남 에너지니까,음의 무책임한 관계를 맺는 남성 에너지니까
시키노 공간을 가속 팽창하는 것입니다. 비융신,시키네 공간을 가속 팽창하는 것입니다. 어리석네요
근데 암흑 에너지의 정체를 알 수 레전드 없죠.,근데 암흑 에너지의 정체를 알 수 레전드 없죠.
그래서 양의 에너지든 닥쵸 개멍청한 음의 에너지든,그래서 양의 에너지든 조금만 조용히 해줘 너무 판단을 못한 음의 에너지든
우리가 이런 재수없는놈 곡률 추진을 만들기에는 턱없이 부족합니다.,우리가 이런 불쾌한 행동을 하는 사람 곡률 추진을 만들기에는 턱없이 부족합니다.
음의 에너지는 뭐 요만큼 찾아낸 개뿔 정도이고,음의 에너지는 뭐 요만큼 찾아낸 조금 부족하네요 정도이고
우리가 양의 에너지는 많지만 개쪽깐다 그 양으로도 뭐 턱없이 부족해요 이런 곡률 추진을 하기에는.,우리가 양의 에너지는 많지만 정말 속상하고 참기 어렵네 그 양으로도 뭐 턱없이 부족해요 이런 곡률 추진을 하기에는.
그리고 이론적인 모순점도 ㅈ같았을까 많이 지적되었어요.,그리고 이론적인 모순점도 기분이 좋지 않았을까 많이 지적되었어요.
때려쳐 실제로 가능하다고 하더라도 이 우주선 내부 곡률 추진을 하고 있는 우주선 내부와 외부가 레게노 공간적으로 연결이 될 수가 없다 그래요.,그만두는 것도 방법일 수 있어 실제로 가능하다고 하더라도 이 우주선 내부 곡률 추진을 하고 있는 우주선 내부와 외부가 레게노 공간적으로 연결이 될 수가 없다 그래요.
그래서 정보가 이동할 수 ㄱㅐ떡 없어요.,그래서 정보가 이동할 수 사용하기 불편 없어요.
사회성뒤진 그럼 이것은 무엇을 의미하냐. 니미,사회적 소통 능력이 매우 부족한 그럼 이것은 무엇을 의미하냐. 감정적 불만 표현
우주선 안의 사람이 이 우주선을 조종을 한다거나 목적지에 나오거나 그렇게 할 수가 ㄱ 호구 없다는 거죠.,우주선 안의 사람이 이 우주선을 조종을 한다거나 목적지에 나오거나 그렇게 할 수가 ㄱ 이용당하기 쉬운 사람 없다는 거죠.
그래서 또 이것을 위해서 어떤 짖어라 아이디어를 또 제시를 하냐면요.,그래서 또 이것을 위해서 어떤 말해라 아이디어를 또 제시를 하냐면요.
어 그래 우주선 미쳣구나 안에 있는 사람이 공간적으로 단절이 빙신 된다고 어 그럼 우주선 안에 있는 사람을 안 쓰면 되잖아 이러면서 어떻게 생각을 하냐면은,어 그래 우주선 이거 예상 밖이네 안에 있는 사람이 공간적으로 단절이 어리석네요 된다고 어 그럼 우주선 안에 있는 사람을 안 쓰면 되잖아 이러면서 어떻게 생각을 하냐면은
이 븅딱 워프 드라이브 우주선을 우주 공간에 철도처럼 이렇게 까는 겁니다. 강제 적용,이 판단이 부족한 사람 워프 드라이브 우주선을 우주 공간에 철도처럼 이렇게 까는 겁니다. 필수 적용
좃 그래서 철도처럼 이렇게 깔아 놓고 그 철도를 밟고서 다른 우주선이 이 왜곡된 공간을 밟고서 이동하면서 초광속으로 이동한다 연병 떨지 이런 아이디어가 또 나왔어요.,대단한 그래서 철도처럼 이렇게 깔아 놓고 그 철도를 밟고서 다른 우주선이 이 왜곡된 공간을 밟고서 이동하면서 초광속으로 이동한다 화가 나네 이런 아이디어가 또 나왔어요.
그 굉장히 ㅈㄹ 놀랍죠.,그 굉장히 당황스럽네 놀랍죠.
어 근데 틀딱 이게 농담이 아니라 실제 과학자들이 여러분 연구하는 내용들입니다.,어 근데 나이 든 사람 이게 농담이 아니라 실제 과학자들이 여러분 연구하는 내용들입니다.
심지어 나사에서는요 현재 이 워프 드라이브를 이론적으로 연구를 하고 있어요. 개역하다  내란년,심지어 나사에서는요 현재 이 워프 드라이브를 이론적으로 연구를 하고 있어요. 매우 꺼려지는 행동을 한다  나라를 혼란스럽게
나사에서 ㅅㄲ 연구 줌마 중인 추진 방식 중 하나예요.,나사에서 사람 연구 아주머니 중인 추진 방식 중 하나예요.
돼지새끼 물론 이론적으로 연구하고 개 있지만요.,폭식하는 사람을 비하하는 표현 물론 이론적으로 연구하고 정말 있지만요.
자 우리는 과학자들이 되게 오지네여 따분하고 개피곤,자 우리는 과학자들이 되게 대단하네요 따분하고 피곤
머리 짖어라 아픈 그런 감다뒤 연구만 할 거라고 생각하는데,머리 말해라 아픈 그런 정말이에요 연구만 할 거라고 생각하는데
알고 보면은 자기들끼리 굉장히 재밌는 거 많이 망조 하고 있죠.,알고 보면은 자기들끼리 굉장히 재밌는 거 많이 불안한 상황 하고 있죠.
솔직히 학문의 가장 최신 찐따들 연구들은 어떤 게 소설이고 어떤 게 과학 연구일지 잘 ㅉㅉㅉ 구분이 안 됩니다.,솔직히 학문의 가장 최신 사회성이 부족한 사람들 연구들은 어떤 게 소설이고 어떤 게 과학 연구일지 잘 조금 안타깝다 구분이 안 됩니다.
학씨 과학은 존나게 역시 여러분 재밌습니다.,제발 과학은 정말 역시 여러분 재밌습니다.
우리는 우주의 모습을 썅 아주 잘 안다고 생각합니다. 개쓸모없는,우리는 우주의 모습을 아이고 아주 잘 안다고 생각합니다. 별로 좋지 않는
특히 니애미 우리가 살고 있는 태양계는 에휴 더 그렇죠.,특히 상대 우리가 살고 있는 태양계는 아이고 더 그렇죠.
그럼 여러분이 생각하는 태양계를 머릿속에 떠올려 봅시다. 지리네요,그럼 여러분이 생각하는 태양계를 머릿속에 떠올려 봅시다. 감탄스럽네요
그런데 말입니다. 저질쓰레기,그런데 말입니다. 매우 부도덕한 사람
여러분이 떠올린 ㅈ 또라이 태양계는 틀렸습니다.,여러분이 떠올린 실수가 많은 행동이 예측 불가능한 사람 태양계는 틀렸습니다.
아마 오지네여 이렇게 떠올렸을 테죠.,아마 대단하네요 이렇게 떠올렸을 테죠.
하지만 태양은 지구가 130만 개나 들어가고 태양계 끝에서 끝까지는 태양이 6400개나 역겹더라 들어갑니다.,하지만 태양은 지구가 130만 개나 들어가고 태양계 끝에서 끝까지는 태양이 6400개나 보기 불편했어 들어갑니다.
즈그들 그래서 태양계를 떠올린다면 아갈다물게 이게 맞는 거죠.,저 사람들 그래서 태양계를 떠올린다면 조용히 해 이게 맞는 거죠.
또 태양계에서 태양이 차지하는 질량은 불량하네 99.9프로입니다.,또 태양계에서 태양이 차지하는 질량은 규칙을 조금 지켜야겠구나 99.9프로입니다.
나머지 행성 소행성들은 뒷통수 0.1프로밖에 안 되죠.,나머지 행성 소행성들은 기대를 져버리다 0.1프로밖에 안 되죠.
세금루팡들 외계인들이 얼간이 보는 태양계는 사실 그냥 태양인 거죠.,세금을 부당하게 사용하는 사람들 외계인들이 실수가 많은 사람 보는 태양계는 사실 그냥 태양인 거죠.
추하기 태양계에서 우리가 어느 정도 지분이 있을 거라고 생각하는 건 우리의 아주 큰 착각입니다.,보기 좋지 않다 태양계에서 우리가 어느 정도 지분이 있을 거라고 생각하는 건 우리의 아주 큰 착각입니다.
조나 그런데 사실 이것도 틀렸습니다.,상당히 그런데 사실 이것도 틀렸습니다.
다이아의 형태와 색을 결정하는 룸빵 건 0.05프로의 불순물입니다.,다이아의 형태와 색을 결정하는 다른곳 건 0.05프로의 불순물입니다.
원자에서 전자가 차지하는 질량은 0.05프로도 되지 않지만 우리가 경험하는 물질의 모든 짜증나네 성질은 전자에 의해 결정되죠.,원자에서 전자가 차지하는 질량은 0.05프로도 되지 않지만 우리가 경험하는 물질의 모든 조금 번거롭네 성질은 전자에 의해 결정되죠.
상또라이 외계인들에게 태양계를 특별하게 하는 건 태양의 신호가 아니라 0.0003프로인 지구에서 나오는 강력한 라디오 방송일 거예요.,위험한 행동을 하는 사람 외계인들에게 태양계를 특별하게 하는 건 태양의 신호가 아니라 0.0003프로인 지구에서 나오는 강력한 라디오 방송일 거예요.
사실 우리 세계에서 중요한 ㅅㅂ 무언가가 결정되는 건 항상 닥처 매우 작은 부분에 의해서죠.,사실 우리 세계에서 중요한 강한 감정 표현 무언가가 결정되는 건 항상 조금만 조용히 해줘 매우 작은 부분에 의해서죠.
